record_id,report_id,filer_cpf_id,filer_name,date,amount,vendor,clarified_name,purpose,clarified_purpose,record_type_description,source_link,vendor_ids,vendor_names,vendor_groups,vendor_eras,confidences
1966652,1026791,15809,"McKenna, Joseph D.",5/14/2026,212.5,CLAUDE.AI SUBSCRIPTION SAN FRANCISCO /CA US CARD PURCHASE,,,Claude AI Subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1026791,anthropic,Anthropic (Claude),general_purpose,generative,high
1918805,1002527,19431,"Minogue, Michael",11/7/2025,500.0,Campaign Nucleus,,Software,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1002527,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1940597,1013135,19431,"Minogue, Michael",12/22/2025,500.0,CAMPAIGN NUCLEUS,,SOFTWARE,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1013135,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1946964,1016472,19431,"Minogue, Michael",1/20/2026,483.87,CAMPAIGN NUCLEUS,,SOFTWARE,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1016472,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1919146,1002623,19431,"Minogue, Michael",11/4/2025,645.16,Campaign Nucleus LLC,"3745 Medina Road Unit C Medina, OH 44256",WIRE ,Software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1002623,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1993040,1037744,16987,"Miranda, Elizabeth",7/15/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE,computer software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1037744,openai,OpenAI (ChatGPT),general_purpose,generative,high
2000781,1041004,16987,"Miranda, Elizabeth",8/17/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE,Subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041004,openai,OpenAI (ChatGPT),general_purpose,generative,high
1770982,932490,16668,"Mossalam, Nichole",6/25/2024,750.0,Call time,,,Calltime AI,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=932490,calltime_ai,CallTime.AI,political_specific,legacy,high
1777677,936309,16668,"Mossalam, Nichole",7/25/2024,750.0,Call Time,,,Calltime AI,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=936309,calltime_ai,CallTime.AI,political_specific,legacy,high
1903267,996934,17207,"Murphy, Erin J.",10/17/2025,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,social media support,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=996934,openai,OpenAI (ChatGPT),general_purpose,generative,high
1912951,1000680,17207,"Murphy, Erin J.",11/17/2025,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,social media support,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1000680,openai,OpenAI (ChatGPT),general_purpose,generative,high
1922098,1004829,17207,"Murphy, Erin J.",12/17/2025,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,social media support,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1004829,openai,OpenAI (ChatGPT),general_purpose,generative,high
1935886,1011224,17207,"Murphy, Erin J.",1/20/2026,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,Digital communications software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1011224,openai,OpenAI (ChatGPT),general_purpose,generative,high
1942344,1014570,17207,"Murphy, Erin J.",2/17/2026,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,Digital communications software subscription),Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1014570,openai,OpenAI (ChatGPT),general_purpose,generative,high
1948995,1018402,17207,"Murphy, Erin J.",3/17/2026,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,Digital communications software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1018402,openai,OpenAI (ChatGPT),general_purpose,generative,high
1958799,1023026,17207,"Murphy, Erin J.",4/17/2026,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,Digital communications software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1023026,openai,OpenAI (ChatGPT),general_purpose,generative,high
1966548,1026773,17207,"Murphy, Erin J.",5/26/2026,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,Digital communications software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1026773,openai,OpenAI (ChatGPT),general_purpose,generative,high
1974907,1030559,17207,"Murphy, Erin J.",6/17/2026,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,Digital communications software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1030559,openai,OpenAI (ChatGPT),general_purpose,generative,high
1984426,1035041,17207,"Murphy, Erin J.",7/17/2026,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,Digital communications software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1035041,openai,OpenAI (ChatGPT),general_purpose,generative,high
2001836,1041251,17207,"Murphy, Erin J.",8/17/2026,21.25,OPENAI *CHATGPT SUBSCR SAN FRANCISCO /CA US CARD PURCHASE,,,(Digital communications software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041251,openai,OpenAI (ChatGPT),general_purpose,generative,high
1747065,919448,10633,"Novak, Lawrence",2/29/2024,31.88,GRAMMARLY,Seattle Washinton,POS DEBIT             ,Monthly Charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=919448,grammarly,Grammarly,general_purpose,legacy,high
1760595,926545,10633,"Novak, Lawrence",4/29/2024,31.88,GRAMMARLY,Seattle Washington,DBT PURCHASE          ,Monthly Charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=926545,grammarly,Grammarly,general_purpose,legacy,high
1800936,945909,10633,"Novak, Lawrence",9/30/2024,31.88,GRAMMARLY,Seattle Washington,DBT PURCHASE          ,monthly fee for Grammar Check Computer Program,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=945909,grammarly,Grammarly,general_purpose,legacy,high
1846158,968974,10633,"Novak, Lawrence",3/24/2025,31.88,GRAMMARLY,Seattle Washington,DBT PURCHASE          ,Spell check monthly Charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=968974,grammarly,Grammarly,general_purpose,legacy,high
1853888,972709,10633,"Novak, Lawrence",4/28/2025,31.88,GRAMMARLY,San Francisco California,DBT PURCHASE          ,computer spell check program,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=972709,grammarly,Grammarly,general_purpose,legacy,high
1834169,962609,10633,"Novak, Lawrence",1/23/2025,31.88,GRAMMARLY CO,Seattle Washington,DBT PURCHASE          ,Monthly Charge Spell Check,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=962609,grammarly,Grammarly,general_purpose,legacy,high
1839372,965594,10633,"Novak, Lawrence",2/24/2025,31.88,GRAMMARLY CO,Seattle Washington,DBT PURCHASE          ,Spell Check Computer Program Monthly Charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=965594,grammarly,Grammarly,general_purpose,legacy,high
1826902,957792,10633,"Novak, Lawrence",12/16/2024,31.88,GRAMMARLY CO*,Seattle Washington,DBT PURCHASE          ,Monthly Computer Charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=957792,grammarly,Grammarly,general_purpose,legacy,high
1884528,987998,10633,"Novak, Lawrence",8/29/2025,153.0,GRAMMARLY CO*C,Seattle Washington,DBT PURCHASE          ,computer program for spell check,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=987998,grammarly,Grammarly,general_purpose,legacy,high
1812733,950834,10633,"Novak, Lawrence",10/30/2024,31.88,GRAMMARLY CO*T,Seattle Washington,DBT PURCHASE          ,Charge Monthly Computer Program,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=950834,grammarly,Grammarly,general_purpose,legacy,high
1792454,941984,10633,"Novak, Lawrence",8/29/2024,31.88,GRAMMARLY CO*Z,Seattle Washington,DBT PURCHASE          ,Computer charge for software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=941984,grammarly,Grammarly,general_purpose,legacy,high
1781745,937541,10633,"Novak, Lawrence",7/29/2024,31.88,GRAMMARLY COHW,Seattle Washinton,DBT PURCHASE          ,spell check for computer ,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=937541,grammarly,Grammarly,general_purpose,legacy,high
1768132,930341,10633,"Novak, Lawrence",5/29/2024,31.88,GRAMMARLY COLP,Seattle Washington,DBT PURCHASE          ,Spell Check/Computer,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=930341,grammarly,Grammarly,general_purpose,legacy,high
1781705,937541,10633,"Novak, Lawrence",7/1/2024,31.88,GRAMMARLY COOB,Seattle Washinton,DBT PURCHASE          ,Spell check= recurring monthly charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=937541,grammarly,Grammarly,general_purpose,legacy,high
1742120,916704,10633,"Novak, Lawrence",1/16/2024,31.88,GRAMMARLY COWIDFBB,Seattle Washington,DBT PURCHASE          ,Monthly Charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=916704,grammarly,Grammarly,general_purpose,legacy,high
1760556,926545,10633,"Novak, Lawrence",4/1/2024,31.88,GRAMMARLY COXD,Seattle Washington,DBT PURCHASE          ,Spell Check Computer Charge,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=926545,grammarly,Grammarly,general_purpose,legacy,high
1846141,968974,10633,"Novak, Lawrence",3/3/2025,20.0,PERPLEXITY,Seattle Washington,DBT PURCHASE          ,AI service Computer,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=968974,perplexity,Perplexity AI,general_purpose,generative,high
1993094,1037747,10633,"Novak, Lawrence",7/20/2026,212.5,WWW.PERPLEXITY.A ST-ORJNJY,,PREAUTHORIZED DEBIT,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1037747,perplexity,Perplexity AI,general_purpose,generative,high
1907424,997939,15797,"Payano, Pavel M.",10/2/2025,21.25,OPENAI *CHATGPT SAN,,POS PURCHASE,AI Account,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=997939,openai,OpenAI (ChatGPT),general_purpose,generative,high
1879025,984807,15797,"Payano, Pavel M.",7/2/2025,20.0,POS PURCHASE OPENAI *CHATGPT,,,ChatGPT Membership,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=984807,openai,OpenAI (ChatGPT),general_purpose,generative,high
1887801,989102,15797,"Payano, Pavel M.",8/4/2025,20.0,POS PURCHASE OPENAI *CHATGPT,,,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=989102,openai,OpenAI (ChatGPT),general_purpose,generative,high
1894925,992714,15797,"Payano, Pavel M.",9/2/2025,20.0,POS PURCHASE OPENAI *CHATGPT,,,AI Account,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=992714,openai,OpenAI (ChatGPT),general_purpose,generative,high
1982095,1032887,18441,"Perenick, Jack",5/19/2026,53.13,Openai,,Subscription For Data Privacy,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1032887,openai,OpenAI (ChatGPT),general_purpose,generative,high
1991872,1037493,18441,"Perenick, Jack",6/19/2026,53.13,Openai,,Subscription For Data Privacy,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1037493,openai,OpenAI (ChatGPT),general_purpose,generative,high
1998157,1040233,18441,"Perenick, Jack",7/19/2026,53.13,Openai,,Subscription For Data Privacy,,Credit Card Charge,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1040233,openai,OpenAI (ChatGPT),general_purpose,generative,high
1720647,905822,17591,"Richards, Joel",1/1/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720648,905822,17591,"Richards, Joel",1/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720649,905822,17591,"Richards, Joel",2/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720650,905822,17591,"Richards, Joel",3/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720651,905822,17591,"Richards, Joel",4/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720652,905822,17591,"Richards, Joel",5/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720653,905822,17591,"Richards, Joel",6/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720654,905822,17591,"Richards, Joel",7/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720655,905822,17591,"Richards, Joel",8/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720656,905822,17591,"Richards, Joel",9/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720657,905822,17591,"Richards, Joel",10/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1720658,905822,17591,"Richards, Joel",11/6/2023,175.0,Calltime.Ai,,Down Ballot 2k Political Fundraising Software Subscription,,Out-of-pocket (as candidate contribution),https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=905822,calltime_ai,CallTime.AI,political_specific,legacy,high
1960903,1023862,18943,"Roche, Sean",4/6/2026,21.25,(FIS) CLAUDE.AI SUBSC 548 Market Street P SAN FRANCISCO CA(7185),,,web services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1023862,anthropic,Anthropic (Claude),general_purpose,generative,high
1967184,1027009,18943,"Roche, Sean",5/6/2026,21.25,(FIS) CLAUDE.AI SUBSC 548 Market Street P SAN FRANCISCO CA(7185),,,web services,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1027009,anthropic,Anthropic (Claude),general_purpose,generative,high
1976700,1031186,18943,"Roche, Sean",6/8/2026,21.25,POS Withdrawal (FIS) ANTHROPIC* CLAU 548 Market Street P SAN FRANCISCO CA(7185),,,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031186,anthropic,Anthropic (Claude),general_purpose,generative,high
1985878,1035456,18943,"Roche, Sean",7/6/2026,21.25,POS Withdrawal (FIS) ANTHROPIC* CLAU 548 Market Street P SAN FRANCISCO CA(7185),,,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1035456,anthropic,Anthropic (Claude),general_purpose,generative,high
2004935,1041975,18943,"Roche, Sean",8/6/2026,21.25,POS Withdrawal (FIS) ANTHROPIC* CLAU 548 Market Street P SAN FRANCISCO CA(7185),,,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041975,anthropic,Anthropic (Claude),general_purpose,generative,high
1792707,942035,18331,"Santana, Henry",8/5/2024,306.0,DESCRIPT,,DBT PURCHASE          ,software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=942035,descript,Descript,general_purpose,legacy,high
1884664,988027,18331,"Santana, Henry",8/5/2025,306.0,DESCRIPT,,DBT PURCHASE          ,Audio and video editing software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=988027,descript,Descript,general_purpose,legacy,high
1875901,983824,15799,"Saunders, Aaron",7/25/2025,20.0,OPENAI,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=983824,openai,OpenAI (ChatGPT),general_purpose,generative,high
1884571,988017,15799,"Saunders, Aaron",8/25/2025,20.0,OPENAI,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=988017,openai,OpenAI (ChatGPT),general_purpose,generative,high
1896120,992979,15799,"Saunders, Aaron",9/25/2025,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=992979,openai,OpenAI (ChatGPT),general_purpose,generative,high
1908120,998099,15799,"Saunders, Aaron",10/27/2025,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=998099,openai,OpenAI (ChatGPT),general_purpose,generative,high
1918147,1002412,15799,"Saunders, Aaron",11/25/2025,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1002412,openai,OpenAI (ChatGPT),general_purpose,generative,high
1926211,1006020,15799,"Saunders, Aaron",12/26/2025,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1006020,openai,OpenAI (ChatGPT),general_purpose,generative,high
1938338,1012272,15799,"Saunders, Aaron",1/26/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1012272,openai,OpenAI (ChatGPT),general_purpose,generative,high
1945757,1015962,15799,"Saunders, Aaron",2/25/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1015962,openai,OpenAI (ChatGPT),general_purpose,generative,high
1970330,1028054,15799,"Saunders, Aaron",5/26/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028054,openai,OpenAI (ChatGPT),general_purpose,generative,high
1979416,1031952,15799,"Saunders, Aaron",6/25/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE          ,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031952,openai,OpenAI (ChatGPT),general_purpose,generative,high
1993350,1037837,15799,"Saunders, Aaron",7/27/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1037837,openai,OpenAI (ChatGPT),general_purpose,generative,high
2002176,1041329,15799,"Saunders, Aaron",8/25/2026,21.25,OPENAI *CHATGP,,DBT PURCHASE,Productivity software subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1041329,openai,OpenAI (ChatGPT),general_purpose,generative,high
1977410,1031475,19728,"Schwaab, Eric",6/25/2026,106.25,ANTHROPIC,,POS,Software fee (monthly),Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1031475,anthropic,Anthropic (Claude),general_purpose,generative,high
1991342,1037037,19728,"Schwaab, Eric",7/27/2026,106.25,ANTHROPIC,,POS,software subscription monthly,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1037037,anthropic,Anthropic (Claude),general_purpose,generative,high
2007193,1042321,19728,"Schwaab, Eric",8/25/2026,21.25,Anthropic,,POS,software license,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1042321,anthropic,Anthropic (Claude),general_purpose,generative,high
1971697,1028546,19728,"Schwaab, Eric",5/26/2026,89.91,CLAUDE.AI,,POS,Extended usage monthly fee,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028546,anthropic,Anthropic (Claude),general_purpose,generative,high
1780972,937212,18824,"Tarsky, Joshua",7/23/2024,300.0,DONORATLAS,,POS Withdrawal,Donor Research,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=937212,donoratlas,DonorAtlas,political_specific,generative,high
1799958,945613,18824,"Tarsky, Joshua",9/23/2024,300.0,DONORATLAS,,POS Withdrawal,Committee Fundraising Platform,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=945613,donoratlas,DonorAtlas,political_specific,generative,high
1808330,949623,18824,"Tarsky, Joshua",10/22/2024,300.0,DONORATLAS,,POS Withdrawal,donor research,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=949623,donoratlas,DonorAtlas,political_specific,generative,high
1999301,1040649,19366,"Ternullo, Stephen",8/31/2026,21.25,Openai *chatgpt su,,,Campaign Supplies,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1040649,openai,OpenAI (ChatGPT),general_purpose,generative,high
1892874,992083,16576,"Toner, Paul F.",9/2/2025,20.0,Openai Chatgpt,,,Open AI Chat GPT subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=992083,openai,OpenAI (ChatGPT),general_purpose,generative,high
1892880,992083,16576,"Toner, Paul F.",9/30/2025,21.25,Openai Chatgpt,,,Subscription fee for Chat GPT,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=992083,openai,OpenAI (ChatGPT),general_purpose,generative,high
1896465,993060,16408,"Tyler, Chynah",9/22/2025,31.88,GOOGLE *Canva AI Photo                      855-836-3987 CA 24692165263102781004627 RECURRING           CKCD,,CHECKCARD,Graphic design software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=993060,canva_ai,Canva (Magic Studio / AI Photo),general_purpose,legacy,high
1957742,1022316,16408,"Tyler, Chynah",3/23/2026,31.88,GOOGLE *Canva AI Photo                      855-836-3987 CA 24692166079102961431030 RECURRING           CKCD,,CHECKCARD,Graphic Design software monthly subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1022316,canva_ai,Canva (Magic Studio / AI Photo),general_purpose,legacy,high
1964297,1024729,16408,"Tyler, Chynah",4/21/2026,31.88,GOOGLE *Canva AI Photo                      855-836-3987 CA 24692166110405623380961 RECURRING           CKCD,,CHECKCARD,Graphic Design software monthly subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1024729,canva_ai,Canva (Magic Studio / AI Photo),general_purpose,legacy,high
1972615,1028714,16408,"Tyler, Chynah",5/21/2026,31.88,GOOGLE *Canva AI Photo                      855-836-3987 CA 24692166140401258850745 RECURRING,,CHECKCARD,Graphic Design software monthly subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028714,canva_ai,Canva (Magic Studio / AI Photo),general_purpose,legacy,high
1981649,1032508,16408,"Tyler, Chynah",6/22/2026,31.88,GOOGLE *Canva AI Photo                      855-836-3987 CA 24692166171400983146157 RECURRING,,CHECKCARD,Graphic Design software monthly subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1032508,canva_ai,Canva (Magic Studio / AI Photo),general_purpose,legacy,high
1909922,998504,16408,"Tyler, Chynah",10/21/2025,31.88,GOOGLE *Canva AI Photo                      g.co/helppay#CA 24692165293107847312330 RECURRING,,CHECKCARD,Graphic design software,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=998504,canva_ai,Canva (Magic Studio / AI Photo),general_purpose,legacy,high
1957745,1022316,16408,"Tyler, Chynah",3/30/2026,21.24,GOOGLE *ChatGPT                             855-836-3987 CA 24692166087109851335791 RECURRING           CKCD,,CHECKCARD,Vendor error - subscription renewed after cancellation. Working with vendor and bank to refund.,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1022316,openai,OpenAI (ChatGPT),general_purpose,generative,high
1972616,1028714,16408,"Tyler, Chynah",5/28/2026,21.24,GOOGLE *ChatGPT                             g.co/helppay#CA 24692166148407986208975 RECURRING           CKCD,,CHECKCARD,,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1028714,openai,OpenAI (ChatGPT),general_purpose,generative,high
1957467,1022288,16408,"Tyler, Chynah",2/23/2026,31.88,Google Canva AI Photo                       650-2530000  CA 24204296051001872098086 RECURRING,,CHECKCARD,Graphic Design software monthly subscription,Bank Reported Expenditure,https://www.ocpf.us/Reports/DisplayReport?menuHidden=true&id=1022288,canva_ai,Canva (Magic Studio / AI Photo),general_purpose,legacy,high
